Checking Acc Status,Duration(months),Credit Amount,Savings,Present employment since,Installment rate,Gurantors,Present residence since,Age(Years),Number of existing credits at this bank,Job,People Maintainance,Telephone,foreign worker,Loan Quality,Gender,Marital_Status,Property_car/other,Property_life insurance/building society,Property_real estate,Property_unknown,Other installment plans_bank,Other installment plans_none,Other installment plans_stores,Housing_for free,Housing_own,Housing_rent,Credit History_all credits paid (this bank),Credit History_credits paid till now,Credit History_critical/other credits,Credit History_delay in past,Credit History_no credits/all paid,Purpose_business,Purpose_car (new),Purpose_car (used),Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_others,Purpose_radio/television,Purpose_repairs,Purpose_retraining
0.0,18,2462,0.0,2.0,2,0,2,22,1,2.0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,21,2288,0.0,1.0,4,0,4,23,1,2.0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.0,48,3566,1.0,3.0,4,0,2,30,1,2.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,6,860,0.0,4.0,1,0,4,39,2,2.0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3.0,12,682,1.0,3.0,4,0,3,51,2,2.0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.0,36,5371,0.0,2.0,3,1,2,28,2,2.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3.0,18,1582,3.0,4.0,4,0,4,46,2,2.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3.0,6,1346,1.0,4.0,2,0,4,42,1,2.0,2,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,10,1924,0.0,2.0,1,0,4,38,1,2.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,36,5848,0.0,2.0,4,0,1,24,1,2.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,24,7758,3.0,4.0,2,0,4,29,1,2.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1.0,24,6967,1.0,3.0,4,0,4,36,1,3.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0.0,12,1282,0.0,2.0,2,0,4,20,1,2.0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,9,1288,1.0,4.0,3,1,4,48,2,2.0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,12,339,0.0,4.0,4,0,1,45,1,1.0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,24,3512,1.0,3.0,2,0,3,38,2,2.0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3.0,6,1898,4.0,2.0,1,0,2,34,2,1.0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3.0,24,2872,1.0,4.0,3,0,4,36,1,2.0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3.0,18,1055,0.0,1.0,4,0,1,30,2,2.0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3.0,15,1262,2.0,3.0,4,0,3,36,2,2.0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,10,7308,0.0,0.0,2,0,4,70,1,3.0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3.0,36,909,2.0,4.0,4,0,4,36,1,2.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3.0,6,2978,2.0,2.0,1,0,2,32,1,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,18,1131,0.0,0.0,4,0,2,33,1,2.0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,11,1577,3.0,1.0,4,0,1,20,1,2.0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,24,3972,0.0,3.0,2,0,4,25,1,2.0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,24,1935,0.0,4.0,4,0,4,31,2,2.0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.0,15,950,0.0,4.0,4,0,3,33,2,2.0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3.0,12,763,0.0,2.0,4,0,1,26,1,2.0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,24,2064,0.0,0.0,3,0,2,34,1,3.0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.0,8,1414,0.0,2.0,4,1,2,33,1,2.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,21,3414,0.0,1.0,2,0,1,26,2,2.0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3.0,30,7485,4.0,0.0,4,0,1,53,1,3.0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,12,2577,0.0,2.0,2,0,1,42,1,2.0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,6,338,2.0,4.0,4,0,4,52,2,2.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3.0,12,1963,0.0,3.0,4,0,2,31,2,3.0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,21,571,0.0,4.0,4,0,4,65,2,2.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3.0,36,9572,0.0,1.0,1,0,1,28,2,2.0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1.0,36,4455,0.0,2.0,2,0,2,30,2,3.0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0.0,21,1647,4.0,2.0,4,0,2,40,2,1.0,2,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.0,24,3777,3.0,2.0,4,0,4,50,1,2.0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.0,18,884,0.0,4.0,4,0,4,36,1,2.0,2,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3.0,15,1360,0.0,2.0,4,0,2,31,2,2.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.0,9,5129,0.0,4.0,2,0,4,74,1,3.0,2,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,16,1175,0.0,0.0,2,0,3,68,3,0.0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.0,12,674,1.0,3.0,4,0,1,20,1,2.0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,18,3244,0.0,2.0,1,0,4,33,2,2.0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3.0,24,4591,3.0,2.0,2,0,3,54,3,3.0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,48,3844,1.0,3.0,4,0,4,34,1,1.0,2,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1.0,27,3915,0.0,2.0,4,0,2,36,1,2.0,2,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3.0,6,2108,0.0,3.0,2,0,2,29,1,2.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,45,3031,1.0,2.0,4,1,4,21,1,2.0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,9,1501,0.0,4.0,2,0,3,34,2,3.0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.0,6,1382,0.0,2.0,1,0,1,28,2,2.0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.0,12,951,1.0,1.0,4,0,4,27,4,2.0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,24,2760,4.0,4.0,4,0,4,36,1,2.0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,18,4297,0.0,4.0,4,0,3,40,1,3.0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3.0,9,936,2.0,4.0,4,0,2,52,2,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.0,12,1168,0.0,2.0,4,0,3,27,1,1.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3.0,27,5117,0.0,3.0,3,0,4,26,2,2.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0.0,12,902,0.0,3.0,4,0,4,21,1,2.0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3.0,12,1495,0.0,4.0,4,0,1,38,2,1.0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.0,30,10623,0.0,4.0,3,0,4,38,3,3.0,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3.0,12,1935,0.0,4.0,4,0,4,43,3,2.0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.0,12,1424,0.0,3.0,4,0,3,26,1,2.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.0,24,6568,0.0,2.0,2,0,2,21,1,1.0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3.0,12,1413,3.0,3.0,3,0,2,55,1,2.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3.0,9,3074,4.0,2.0,1,0,2,33,2,2.0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3.0,36,3835,4.0,4.0,2,0,4,45,1,1.0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,27,5293,0.0,0.0,2,0,4,50,2,2.0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2.0,30,1908,0.0,4.0,4,0,4,66,1,3.0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3.0,36,3342,4.0,4.0,4,0,2,51,1,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.0,6,932,4.0,3.0,1,0,3,39,2,1.0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.0,18,3104,0.0,3.0,3,0,1,31,1,2.0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2.0,36,3913,0.0,2.0,2,0,2,23,1,2.0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,24,3021,0.0,2.0,2,0,2,24,1,1.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,10,1364,0.0,2.0,2,0,4,64,1,2.0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,12,625,0.0,1.0,4,1,1,26,1,1.0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,12,1200,4.0,2.0,4,0,4,23,1,2.0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3.0,12,707,0.0,2.0,4,0,2,30,2,2.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,24,2978,4.0,2.0,4,0,4,32,2,2.0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3.0,15,4657,0.0,2.0,3,0,2,30,1,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3.0,36,2613,0.0,2.0,4,0,2,27,2,2.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,48,10961,3.0,3.0,1,1,2,27,2,2.0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,12,7865,0.0,4.0,4,0,4,53,1,3.0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,9,1478,0.0,3.0,4,0,2,22,1,2.0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,24,3149,0.0,1.0,4,0,1,22,1,2.0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,36,4210,0.0,2.0,4,0,2,26,1,2.0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,9,2507,2.0,4.0,2,0,4,51,1,1.0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3.0,12,2141,1.0,3.0,3,0,1,35,1,2.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,18,866,0.0,2.0,4,1,2,25,1,1.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,4,1544,0.0,3.0,2,0,1,42,3,1.0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0,24,1823,0.0,0.0,4,0,2,30,1,3.0,2,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,6,14555,4.0,0.0,1,0,2,23,1,0.0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,21,2767,1.0,4.0,4,0,2,61,2,1.0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3.0,12,1291,0.0,2.0,4,0,2,35,2,2.0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0,30,2522,0.0,4.0,1,1,3,39,1,2.0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,24,915,4.0,4.0,4,0,2,29,1,2.0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3.0,6,1595,0.0,3.0,3,0,2,51,1,2.0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,48,4605,0.0,4.0,3,0,4,24,2,2.0,2,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3.0,12,1185,0.0,2.0,3,0,2,27,2,2.0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3.0,12,3447,2.0,2.0,4,0,3,35,1,1.0,2,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.0,24,1258,0.0,3.0,4,0,1,25,1,2.0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3.0,12,717,0.0,4.0,4,0,4,52,3,2.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3.0,6,1204,1.0,2.0,4,0,1,35,1,2.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2.0,24,1925,0.0,2.0,2,0,2,26,1,2.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,18,433,0.0,0.0,3,1,4,22,1,2.0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,6,666,3.0,3.0,3,0,4,39,2,1.0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2.0,12,2251,0.0,2.0,1,0,2,46,1,1.0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,30,2150,0.0,2.0,4,1,2,24,1,2.0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3.0,24,4151,1.0,2.0,2,0,3,35,2,2.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.0,9,2030,4.0,3.0,2,0,1,24,1,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,60,7418,4.0,2.0,1,0,1,27,1,1.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.0,24,2684,0.0,2.0,4,0,2,35,2,1.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0,12,2149,0.0,2.0,4,0,1,29,1,2.0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,15,3812,1.0,1.0,1,0,4,23,1,2.0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3.0,11,1154,1.0,0.0,4,0,4,57,3,1.0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0,12,1657,0.0,2.0,2,0,2,27,1,2.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,24,1603,0.0,4.0,4,0,4,55,1,2.0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,18,5302,0.0,4.0,2,0,4,36,3,3.0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3.0,12,2748,0.0,4.0,2,0,4,57,3,1.0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.0,10,1231,0.0,4.0,3,0,4,32,2,1.0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1.0,15,802,0.0,4.0,4,0,3,37,1,2.0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,36,6304,4.0,4.0,4,0,4,36,2,2.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3.0,24,1533,0.0,1.0,4,0,3,38,1,2.0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,14,8978,0.0,4.0,1,0,4,45,1,3.0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3.0,24,999,4.0,4.0,4,0,2,25,2,2.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,18,2662,4.0,3.0,4,0,3,32,1,2.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3.0,12,1402,2.0,3.0,3,0,4,37,1,2.0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.0,48,12169,4.0,0.0,4,1,4,36,1,3.0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,48,3060,0.0,3.0,4,0,4,28,2,2.0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,30,11998,0.0,1.0,1,0,1,34,1,1.0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3.0,9,2697,0.0,2.0,1,0,2,32,1,2.0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,18,2404,0.0,2.0,2,0,2,26,2,2.0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0,12,1262,4.0,4.0,2,0,4,49,1,1.0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,6,4611,0.0,1.0,1,0,4,32,1,2.0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,24,1901,1.0,2.0,4,0,4,29,1,3.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,15,3368,3.0,4.0,3,0,4,23,2,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3.0,12,1574,0.0,2.0,4,0,2,50,1,2.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,18,1445,4.0,3.0,4,0,4,49,1,1.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,15,1520,4.0,4.0,4,0,4,63,1,2.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.0,24,3878,1.0,1.0,4,0,2,37,1,2.0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.0,47,10722,0.0,1.0,1,0,1,35,1,1.0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,48,4788,0.0,3.0,4,0,3,26,1,2.0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,48,7582,1.0,0.0,2,0,4,31,1,3.0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.0,12,1092,0.0,2.0,4,1,4,49,2,2.0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,24,1024,0.0,1.0,4,0,4,48,1,2.0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
